province;province-href;cc_capital-city;cc_street-code;cc_Box-Code;area;area-href;area_list;area_list-href;suburblist;suburblist-href;s_location;s_streetcode;s_boxcode;s_area;s_municipality;s_province;s_capitalcity;s_country
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Constantia;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/constantia;North Shore Lgd;http://north-shore-lgd.postalcodez.co.za/postalcode/wc/city-of-cape-town/constantia/north-shore-lgd;Location: North Shore Lgd;7806;-------;Constantia;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Mitchells Plain;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/mitchells-plain;Blue Horizon;http://blue-horizon.postalcodez.co.za/postalcode/wc/city-of-cape-town/mitchells-plain/blue-horizon;Location: Blue Horizon;7785;-------;Mitchells Plain;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Worcester;http://postalcodez.co.za/postalcodes/wc/cape-winelands/worcester;Esselen Park;http://esselen-park.postalcodez.co.za/postalcode/wc/cape-winelands/worcester/esselen-park;Location: Esselen Park;6850;-------;Worcester;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;West Coast;http://postalcodez.co.za/postalcodes/wc/west-coast;Saldanha;http://postalcodez.co.za/postalcodes/wc/west-coast/saldanha;Shelley Point;http://shelley-point.postalcodez.co.za/postalcode/wc/west-coast/saldanha/shelley-point;Location: Shelley Point;-------;7382;Saldanha;West Coast;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Robertson;http://postalcodez.co.za/postalcodes/wc/cape-winelands/robertson;Klaasvoogds River;http://klaasvoogds-river.postalcodez.co.za/postalcode/wc/cape-winelands/robertson/klaasvoogds-river;Location: Klaasvoogds River;-------;6707;Robertson;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Eerste River;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/eerste-river;Somerset Heights;http://somerset-heights.postalcodez.co.za/postalcode/wc/city-of-cape-town/eerste-river/somerset-heights;Location: Somerset Heights;7100;-------;Eerste River;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Ottery;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/ottery;Schaap Kraal;http://schaap-kraal.postalcodez.co.za/postalcode/wc/city-of-cape-town/ottery/schaap-kraal;Location: Schaap Kraal;-------;7941;Ottery;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/cape-town;Ysterplaat;http://ysterplaat.postalcodez.co.za/postalcode/wc/city-of-cape-town/cape-town/ysterplaat;Location: Ysterplaat;7405;7425;Cape Town;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Milnerton;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/milnerton;Blouberg Sands;http://blouberg-sands.postalcodez.co.za/postalcode/wc/city-of-cape-town/milnerton/blouberg-sands;Location: Blouberg Sands;7441;7449;Milnerton;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Stellenbosch;http://postalcodez.co.za/postalcodes/wc/cape-winelands/stellenbosch;Welgevonden;http://welgevonden.postalcodez.co.za/postalcode/wc/cape-winelands/stellenbosch/welgevonden;Location: Welgevonden;7600;-------;Stellenbosch;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Central Karoo;http://postalcodez.co.za/postalcodes/wc/central-karoo;Beaufort West;http://postalcodez.co.za/postalcodes/wc/central-karoo/beaufort-west;Essopville;http://essopville.postalcodez.co.za/postalcode/wc/central-karoo/beaufort-west/essopville;Location: Essopville;6970;-------;Beaufort West;Central Karoo;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Worcester;http://postalcodez.co.za/postalcodes/wc/cape-winelands/worcester;Somerset Park;http://somerset-park.postalcodez.co.za/postalcode/wc/cape-winelands/worcester/somerset-park;Location: Somerset Park;6850;-------;Worcester;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Central Karoo;http://postalcodez.co.za/postalcodes/wc/central-karoo;Beaufort West;http://postalcodez.co.za/postalcodes/wc/central-karoo/beaufort-west;Rustdene;http://rustdene.postalcodez.co.za/postalcode/wc/central-karoo/beaufort-west/rustdene;Location: Rustdene;6970;-------;Beaufort West;Central Karoo;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Somerset West;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/somerset-west;Helderrant;http://helderrant.postalcodez.co.za/postalcode/wc/city-of-cape-town/somerset-west/helderrant;Location: Helderrant;7130;-------;Somerset West;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Woodstock;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/woodstock;Walmer Est;http://walmer-est.postalcodez.co.za/postalcode/wc/city-of-cape-town/woodstock/walmer-est;Location: Walmer Est;7925;-------;Woodstock;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Kuils River;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/kuils-river;Mikro Park;http://mikro-park.postalcodez.co.za/postalcode/wc/city-of-cape-town/kuils-river/mikro-park;Location: Mikro Park;7580;-------;Kuils River;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Fish Hoek;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/fish-hoek;Masiphumelele;http://masiphumelele.postalcodez.co.za/postalcode/wc/city-of-cape-town/fish-hoek/masiphumelele;Location: Masiphumelele;7975;-------;Fish Hoek;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;West Coast;http://postalcodez.co.za/postalcodes/wc/west-coast;Malmesbury;http://postalcodez.co.za/postalcodes/wc/west-coast/malmesbury;Riebeeck West;http://riebeeck-west.postalcodez.co.za/postalcode/wc/west-coast/malmesbury/riebeeck-west;Location: Riebeeck West;-------;7306;Malmesbury;West Coast;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Retreat;http://postalcodez.co.za/postalcodes/wc/cape-winelands/retreat;Capricornpark;http://capricornpark.postalcodez.co.za/postalcode/wc/cape-winelands/retreat/capricornpark;Location: Capricornpark;7945;-------;Retreat;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Brackenfell;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/brackenfell;Vredekloof Terraces;http://vredekloof-terraces.postalcodez.co.za/postalcode/wc/city-of-cape-town/brackenfell/vredekloof-terraces;Location: Vredekloof Terraces;7560;-------;Brackenfell;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Kuils River;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/kuils-river;Zevendal;http://zevendal.postalcodez.co.za/postalcode/wc/city-of-cape-town/kuils-river/zevendal;Location: Zevendal;-------;7580;Kuils River;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Constantia;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/constantia;Meadowridge;http://meadowridge.postalcodez.co.za/postalcode/wc/city-of-cape-town/constantia/meadowridge;Location: Meadowridge;7806;-------;Constantia;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Mitchells Plain;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/mitchells-plain;Westgate Mall;http://westgate-mall.postalcodez.co.za/postalcode/wc/city-of-cape-town/mitchells-plain/westgate-mall;Location: Westgate Mall;7785;-------;Mitchells Plain;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/cape-town;Athlone Industria 1;http://athlone-industria-1.postalcodez.co.za/postalcode/wc/city-of-cape-town/cape-town/athlone-industria-1;Location: Athlone Industria 1;7764;-------;Cape Town;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/cape-town;Observatory;http://observatory.postalcodez.co.za/postalcode/wc/city-of-cape-town/cape-town/observatory;Location: Observatory;7925;7935;Cape Town;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;George;http://postalcodez.co.za/postalcodes/wc/eden/george;Andersonville;http://andersonville.postalcodez.co.za/postalcode/wc/eden/george/andersonville;Location: Andersonville;6529;-------;George;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Gatesville;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/gatesville;Rylands Lgd Uit 5;http://rylands-lgd-uit-5.postalcodez.co.za/postalcode/wc/city-of-cape-town/gatesville/rylands-lgd-uit-5;Location: Rylands Lgd Uit 5;7764;-------;Gatesville;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Albertinia;http://postalcodez.co.za/postalcodes/wc/eden/albertinia;Theronsville;http://theronsville.postalcodez.co.za/postalcode/wc/eden/albertinia/theronsville;Location: Theronsville;6695;-------;Albertinia;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Central Karoo;http://postalcodez.co.za/postalcodes/wc/central-karoo;Prince Albert;http://postalcodez.co.za/postalcodes/wc/central-karoo/prince-albert;Klaarstroom;http://klaarstroom.postalcodez.co.za/postalcode/wc/central-karoo/prince-albert/klaarstroom;Location: Klaarstroom;-------;6932;Prince Albert;Central Karoo;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Belhar;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/belhar;Belhar Uit 22;http://belhar-uit-22.postalcodez.co.za/postalcode/wc/city-of-cape-town/belhar/belhar-uit-22;Location: Belhar Uit 22;7493;-------;Belhar;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Athlone;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/athlone;Surrey Lgd;http://surrey-lgd.postalcodez.co.za/postalcode/wc/city-of-cape-town/athlone/surrey-lgd;Location: Surrey Lgd;7764;-------;Athlone;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/cape-town;Langa Sone 13;http://langa-sone-13.postalcodez.co.za/postalcode/wc/city-of-cape-town/cape-town/langa-sone-13;Location: Langa Sone 13;7455;-------;Cape Town;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;George;http://postalcodez.co.za/postalcodes/wc/eden/george;Dormehlsdrift;http://dormehlsdrift.postalcodez.co.za/postalcode/wc/eden/george/dormehlsdrift;Location: Dormehlsdrift;6529;-------;George;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Huguenot;http://postalcodez.co.za/postalcodes/wc/cape-winelands/huguenot;Groenleegte;http://groenleegte.postalcodez.co.za/postalcode/wc/cape-winelands/huguenot/groenleegte;Location: Groenleegte;7646;-------;Huguenot;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Muizenberg;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/muizenberg;Park Island;http://park-island.postalcodez.co.za/postalcode/wc/city-of-cape-town/muizenberg/park-island;Location: Park Island;7945;-------;Muizenberg;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Worcester;http://postalcodez.co.za/postalcodes/wc/eden/worcester;Johnsonpark;http://johnsonpark.postalcodez.co.za/postalcode/wc/eden/worcester/johnsonpark;Location: Johnsonpark;6850;-------;Worcester;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Kraaifontein;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/kraaifontein;Eikendal;http://eikendal.postalcodez.co.za/postalcode/wc/city-of-cape-town/kraaifontein/eikendal;Location: Eikendal;7570;-------;Kraaifontein;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Uniondale;http://postalcodez.co.za/postalcodes/wc/eden/uniondale;Avontuur;http://avontuur.postalcodez.co.za/postalcode/wc/eden/uniondale/avontuur;Location: Avontuur;-------;6490;Uniondale;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Pacaltsdorp;http://postalcodez.co.za/postalcodes/wc/eden/pacaltsdorp;Delville Park;http://delville-park.postalcodez.co.za/postalcode/wc/eden/pacaltsdorp/delville-park;Location: Delville Park;6529;-------;Pacaltsdorp;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Durbanville;http://postalcodez.co.za/postalcodes/wc/eden/durbanville;Kenridge Ext 3;http://kenridge-ext-3.postalcodez.co.za/postalcode/wc/eden/durbanville/kenridge-ext-3;Location: Kenridge Ext 3;7550;-------;Durbanville;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;West Coast;http://postalcodez.co.za/postalcodes/wc/west-coast;Piketberg;http://postalcodez.co.za/postalcodes/wc/west-coast/piketberg;Wittewater;http://wittewater.postalcodez.co.za/postalcode/wc/west-coast/piketberg/wittewater;Location: Wittewater;-------;7322;Piketberg;West Coast;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/cape-town;Langa Sone 22;http://langa-sone-22.postalcodez.co.za/postalcode/wc/city-of-cape-town/cape-town/langa-sone-22;Location: Langa Sone 22;7455;-------;Cape Town;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Touwsrivier;http://postalcodez.co.za/postalcodes/wc/cape-winelands/touwsrivier;Topkamp;http://topkamp.postalcodez.co.za/postalcode/wc/cape-winelands/touwsrivier/topkamp;Location: Topkamp;6880;-------;Touwsrivier;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Table View;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/table-view;Parklands North;http://parklands-north.postalcodez.co.za/postalcode/wc/city-of-cape-town/table-view/parklands-north;Location: Parklands North;7441;-------;Table View;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
